idrequerimiento,complejidad,prioridad,tipo_tarea,duracion
3449,2,2,database,11.6
4346,2,1,frontend,7.8
1579,2,1,database,12.6
4246,3,2,testing,6.2
1501,2,1,testing,5.7
4296,5,1,deployment,4.4
3497,2,3,backend,8.8
2108,1,1,database,9.8
1681,4,2,database,16.6
4371,2,1,backend,10.3
1830,4,2,backend,13.7
2405,3,3,backend,10.2
3965,5,1,backend,17.6
2570,1,3,backend,6.1
83,2,2,testing,4.8
4627,5,1,backend,17.4
3238,1,3,backend,6.4
534,1,3,deployment,1.1
2325,5,2,frontend,11.7
1546,2,2,database,12.1
1505,1,1,frontend,5.5
669,1,3,deployment,2.0
3393,3,2,testing,6.2
5000,5,3,frontend,10.1
2744,4,2,backend,13.6
4055,5,2,deployment,3.6
1838,5,3,deployment,3.3
2121,4,3,testing,6.5
2018,5,3,testing,6.7
1928,1,3,frontend,5.2
4865,4,2,frontend,9.9
4003,4,1,deployment,3.7
1580,4,1,frontend,11.4
2144,5,3,testing,6.7
242,1,3,backend,6.3
2842,1,3,backend,6.0
4760,5,1,backend,17.7
325,2,1,backend,10.2
2866,2,3,frontend,6.0
3664,1,1,frontend,5.7
3054,2,3,frontend,6.0
906,2,1,database,12.5
2361,5,3,testing,7.4
1404,3,2,deployment,3.1
4159,1,2,deployment,1.5
4157,2,1,backend,10.7
245,4,1,backend,15.5
1893,4,1,testing,7.8
3546,3,1,deployment,3.7
4825,1,3,frontend,4.9
2925,2,2,testing,4.3
3119,3,1,frontend,9.2
1008,4,2,testing,6.5
4607,5,2,testing,8.2
1066,5,3,backend,14.0
1801,5,1,testing,8.9
1443,4,2,database,17.4
1268,1,3,testing,3.2
232,5,2,testing,8.3
4081,3,3,frontend,7.3
4144,4,1,backend,15.0
2597,5,3,backend,14.5
2028,1,2,deployment,1.8
2240,3,3,backend,10.7
3531,1,2,database,9.1
3533,1,2,deployment,1.5
4705,4,2,database,16.9
4023,1,1,database,10.3
3275,1,1,database,10.5
3960,2,3,backend,7.8
106,5,3,database,17.1
2562,5,2,deployment,4.4
3038,4,1,frontend,11.3
3108,1,2,frontend,5.7
4316,4,1,backend,15.3
3326,1,3,backend,6.0
4955,5,3,testing,7.4
1012,5,2,database,20.1
430,3,2,frontend,9.0
3591,2,2,deployment,2.5
2178,4,1,testing,7.6
3099,5,2,backend,15.8
779,3,3,database,12.3
3870,5,3,deployment,3.0
2216,3,2,backend,11.8
4369,3,3,backend,10.4
4901,4,1,database,19.3
3391,5,1,frontend,13.4
2333,1,1,database,9.9
4330,3,2,frontend,8.2
3683,5,2,database,19.9
3915,3,3,testing,4.9
4891,3,3,backend,9.8
1251,1,2,testing,3.4
2852,3,1,backend,12.7
4906,1,1,testing,4.1
2211,3,1,frontend,10.1
1700,3,2,testing,5.4
3925,2,3,database,10.2
4164,5,1,database,22.4
1671,3,2,database,13.9
1770,4,2,deployment,3.5
3920,4,1,backend,15.6
3181,3,2,deployment,3.1
3051,2,1,testing,5.2
2033,2,3,deployment,2.3
3832,5,3,deployment,3.7
1075,1,1,testing,4.3
2711,2,3,testing,4.3
3677,5,2,backend,15.6
4340,4,2,database,17.0
4058,4,2,deployment,3.1
4532,3,2,testing,6.2
3066,5,3,deployment,3.7
4106,4,1,testing,7.7
4112,2,3,deployment,1.6
110,3,3,database,13.3
3547,5,1,testing,9.0
485,3,3,testing,5.5
1238,3,1,testing,6.2
3027,5,2,backend,16.0
189,4,2,testing,7.0
1240,3,2,backend,11.3
3341,3,3,database,12.7
1173,3,2,deployment,2.8
1109,2,2,deployment,2.2
3876,1,1,frontend,5.5
2882,3,3,deployment,2.8
3466,2,3,frontend,6.7
2112,5,3,frontend,10.6
2372,4,3,database,14.8
547,2,3,backend,7.9
3066,4,2,backend,13.3
4127,3,3,frontend,7.6
1195,1,3,deployment,1.4
3147,5,3,backend,14.0
4798,5,2,backend,15.7
305,2,1,deployment,3.0
1944,4,2,database,17.4
2271,4,3,testing,5.8
1014,5,1,backend,17.5
1408,2,3,deployment,1.6
3039,5,1,deployment,4.9
474,5,1,deployment,4.8
2779,5,3,deployment,3.1
2320,3,3,database,13.2
1506,3,3,database,13.2
2162,1,3,database,8.1
1234,2,3,backend,8.6
2004,3,2,frontend,8.7
2539,3,3,database,12.6
2166,3,2,database,14.1
4061,2,3,testing,3.7
3527,1,2,testing,3.6
3089,4,1,deployment,3.7
930,5,3,testing,7.0
1564,4,2,deployment,3.2
1551,1,3,deployment,1.3
3645,2,1,deployment,2.4
72,4,2,frontend,9.8
2936,5,2,backend,15.5
2584,2,2,testing,4.8
2069,1,3,backend,6.1
3550,3,2,database,14.6
3317,1,1,testing,3.7
3443,3,1,deployment,2.8
281,4,1,frontend,11.7
507,2,1,backend,10.8
920,5,1,backend,17.2
2662,4,1,database,19.2
4144,1,2,backend,7.4
3337,2,1,testing,5.5
1367,4,3,testing,6.2
2750,1,1,frontend,6.5
4880,2,2,deployment,2.0
303,5,1,database,22.1
1173,4,1,frontend,11.0
1618,4,1,testing,7.4
4940,3,2,database,14.5
4561,5,3,database,17.3
1364,2,3,frontend,6.2
3123,1,3,deployment,1.5
2935,5,3,database,17.3
2532,4,3,testing,6.1
3004,5,3,testing,6.9
646,3,2,database,14.5
2275,4,2,testing,6.8
3659,2,3,database,10.3
2207,3,3,frontend,7.6
3852,3,1,deployment,3.1
4066,2,1,frontend,7.6
3069,3,2,database,14.9
1083,2,1,testing,4.9
2662,1,1,frontend,5.9
2780,1,3,database,7.9
4769,5,1,deployment,4.5
1455,1,3,backend,6.2
870,4,1,backend,15.0
2723,3,2,deployment,2.8
775,3,1,testing,6.3
4953,4,2,frontend,10.7
4821,5,1,backend,17.2
4043,5,3,backend,13.6
1451,2,1,database,13.0
951,5,2,database,19.4
1849,4,1,frontend,11.6
4581,4,1,database,18.6
941,4,3,testing,5.8
4731,5,3,backend,14.3
782,1,1,deployment,2.2
3810,3,3,backend,10.6
1252,4,3,database,15.5
650,5,3,frontend,11.0
918,1,1,database,9.9
2977,4,1,database,18.9
2304,4,3,frontend,9.4
2896,1,1,testing,4.1
2504,4,2,testing,7.3
4951,4,3,testing,6.6
1825,4,2,database,17.1
1940,4,3,testing,5.8
1484,2,3,database,10.0
4867,2,2,backend,9.6
4796,2,3,deployment,2.3
1063,3,3,deployment,2.4
1616,4,3,backend,11.7
3068,3,2,database,14.3
3489,1,1,deployment,2.3
4345,3,3,deployment,2.1
2985,1,3,testing,3.0
3664,2,3,testing,4.1
1136,2,3,testing,4.5
628,5,2,deployment,4.1
3704,5,2,testing,7.6
2792,5,3,backend,14.3
2150,2,2,database,11.3
4029,5,1,testing,8.7
2650,2,2,database,11.6
1396,1,2,deployment,2.0
1065,3,2,testing,5.4
3907,1,2,backend,7.1
4011,5,3,deployment,3.3
4226,5,1,backend,18.0
3193,4,2,deployment,3.1
1819,2,1,backend,10.8
618,4,2,frontend,10.4
4466,5,2,database,20.1
2501,2,1,frontend,8.0
567,5,2,deployment,4.4
4027,2,3,testing,4.0
1547,5,1,testing,8.7
4554,4,1,deployment,4.2
1169,2,3,frontend,6.4
3958,5,1,testing,8.8
2572,4,1,backend,14.7
3642,3,3,deployment,2.6
694,3,1,backend,12.6
603,5,3,testing,6.9
4102,5,3,frontend,11.0
3500,5,1,database,22.3
4965,1,1,frontend,6.0
610,2,2,database,12.0
2662,4,3,deployment,3.3
4661,4,3,frontend,8.8
3431,5,2,frontend,12.1
4150,1,2,testing,3.5
4341,1,1,testing,4.3
4809,1,1,frontend,6.2
2188,2,3,database,10.3
1657,1,1,database,9.9
89,1,1,testing,3.9
2651,1,3,testing,2.9
2318,4,1,backend,15.0
439,5,1,backend,18.0
2241,4,1,testing,7.6
825,4,2,deployment,3.9
1457,4,2,deployment,3.3
2876,3,1,deployment,2.8
3168,2,3,testing,4.2
2775,3,3,testing,5.0
189,2,2,database,12.2
4699,5,3,testing,7.3
607,4,2,testing,6.7
1297,1,2,deployment,1.6
4390,1,2,frontend,5.4
969,3,2,testing,5.8
4564,1,1,database,10.1
2929,3,3,testing,4.8
1593,3,3,backend,10.0
2609,5,1,testing,9.0
3889,5,1,database,22.2
3618,1,1,deployment,1.8
1726,4,2,frontend,10.5
741,5,2,backend,15.4
3711,3,1,backend,12.7
28,2,3,frontend,5.8
1269,2,1,deployment,2.2
3280,3,3,testing,4.8
3917,1,2,backend,6.8
311,2,3,backend,8.7
1377,4,2,testing,6.3
653,3,2,testing,5.7
398,4,1,testing,7.3
4145,2,1,frontend,7.5
1763,2,1,frontend,7.9
3241,4,2,frontend,10.0
4111,2,1,frontend,7.8
1663,4,1,deployment,3.8
1853,2,2,testing,4.2
404,1,3,backend,6.4
2973,1,3,database,8.0
2586,4,2,deployment,3.1
1271,3,2,database,14.1
1293,1,1,deployment,1.7
4458,3,2,backend,11.4
1643,3,1,database,16.4
3466,5,2,testing,8.2
1148,1,3,database,8.3
377,2,3,testing,3.8
1181,3,1,database,15.8
101,2,3,database,10.0
300,1,2,backend,6.9
38,5,3,deployment,3.6
2542,1,3,frontend,4.6
4713,1,2,database,8.5
4184,3,3,deployment,2.5
3089,3,1,frontend,9.5
1661,1,2,testing,3.4
3712,1,2,database,9.2
3371,4,1,deployment,3.9
1955,4,2,deployment,3.1
1685,5,1,frontend,13.3
2819,4,1,testing,7.5
2995,4,1,database,18.8
3548,4,1,frontend,11.3
407,1,1,testing,3.7
3344,4,3,testing,6.0
3561,3,1,frontend,9.3
2688,3,1,frontend,9.9
2428,2,1,testing,5.5
1206,1,3,database,8.4
2058,2,3,testing,4.4
4105,4,1,backend,14.9
4366,1,2,backend,7.2
3071,2,1,frontend,7.6
3499,5,3,database,18.0
19,3,1,database,15.9
3568,3,3,database,13.2
4836,3,1,database,16.0
4160,3,1,testing,6.1
4501,5,3,backend,14.4
1306,2,3,backend,8.1
4989,2,3,deployment,1.7
3756,1,1,deployment,2.4
2409,1,1,testing,3.6
2167,3,1,deployment,3.0
2240,1,1,backend,7.8
4778,4,3,backend,12.0
3306,2,2,backend,9.0
2578,5,2,frontend,11.4
4925,2,2,deployment,1.8
4527,5,2,frontend,11.9
2971,3,1,frontend,10.1
4146,3,2,backend,11.8
142,3,1,deployment,3.2
3445,2,1,testing,5.1
4376,3,3,frontend,8.1
4340,2,3,frontend,6.1
2863,4,3,deployment,3.1
755,1,2,testing,3.8
3762,1,2,database,9.3
1049,4,3,deployment,3.4
2942,3,3,testing,5.6
4926,1,2,database,9.0
1452,2,2,deployment,2.5
4683,2,2,deployment,2.5
2199,4,1,frontend,11.6
640,5,2,frontend,11.4
1952,2,1,database,12.7
1784,5,2,frontend,11.9
791,3,2,frontend,8.5
3389,4,1,database,18.7
2636,4,3,deployment,3.3
1908,4,3,testing,5.8
74,2,2,backend,9.3
645,3,1,database,15.7
2472,5,2,database,19.8
2396,2,3,backend,8.6
133,2,3,database,10.2
3114,4,1,testing,7.4
3431,5,2,backend,16.3
449,1,1,backend,7.9
3080,1,1,database,10.4
4549,5,2,database,19.7
403,4,2,deployment,2.9
4655,2,1,database,12.6
3420,1,3,deployment,1.7
1027,3,3,deployment,3.1
2962,1,3,database,8.1
4755,5,3,deployment,3.5
2233,5,1,backend,18.0
4823,4,2,deployment,3.9
2963,1,3,deployment,1.5
3711,4,3,backend,12.6
446,4,3,frontend,8.8
614,2,3,database,10.6
1313,1,2,database,8.7
2890,2,3,frontend,6.1
3790,4,3,backend,12.1
4878,5,2,database,20.2
1653,2,1,database,12.6
642,1,3,deployment,2.0
897,2,2,frontend,7.4
4722,2,2,deployment,2.7
671,1,2,backend,7.3
3308,1,2,frontend,5.2
4938,2,1,testing,5.2
1445,5,2,frontend,11.5
424,5,2,testing,8.0
2632,3,1,backend,12.6
1540,2,3,frontend,6.4
646,2,1,frontend,7.3
1660,3,1,testing,6.2
2703,5,3,deployment,3.3
3673,1,2,database,8.8
3506,4,2,testing,6.7
3108,4,3,backend,11.7
1842,5,2,backend,15.6
804,3,1,testing,6.6
3217,4,3,database,15.6
2264,5,1,testing,8.8
2398,5,2,backend,15.7
4386,1,1,backend,8.5
4576,5,1,backend,17.2
2556,5,2,frontend,11.5
4881,5,3,database,17.9
3885,2,1,backend,10.4
145,2,3,frontend,6.0
2078,2,3,deployment,1.6
290,2,3,frontend,6.1
4055,3,2,backend,11.8
2643,5,2,database,19.5
4641,5,3,backend,14.3
2920,2,3,deployment,1.8
2045,1,1,testing,4.3
234,2,2,frontend,7.4
3684,4,3,deployment,3.3
3009,5,1,backend,17.7
4074,4,3,backend,12.3
4159,2,3,testing,4.5
100,1,1,database,10.5
4255,2,2,database,11.3
2402,3,2,frontend,8.6
800,3,3,deployment,3.1
1231,5,1,frontend,12.9
3446,5,2,testing,7.7
4019,2,2,deployment,2.1
1456,4,2,backend,13.5
4136,1,1,backend,8.4
2334,2,2,frontend,6.9
2036,1,3,deployment,1.9
4750,2,2,deployment,2.3
1047,2,2,database,11.2
3227,3,2,database,13.9
3017,1,1,database,10.4
1886,5,3,database,17.8
3340,5,3,deployment,3.2
2352,5,2,backend,16.2
666,5,2,frontend,11.4
4058,1,1,backend,7.6
1965,4,2,backend,13.4
4399,3,2,testing,6.1
1780,1,1,frontend,6.1
1089,2,3,backend,8.3
4934,3,2,database,14.2
3283,4,2,backend,14.1
1784,2,3,database,9.9
3109,5,2,frontend,11.6
2161,4,1,testing,7.6
4913,1,3,backend,6.2
2530,3,1,backend,12.7
3231,5,3,database,17.7
3586,3,3,deployment,2.1
4811,3,1,testing,6.6
3275,1,3,deployment,1.8
1039,3,2,deployment,2.4
2086,1,1,frontend,5.8
884,5,3,database,17.6
857,3,1,deployment,3.7
2493,4,1,deployment,3.7
266,1,2,deployment,1.8
2571,4,2,frontend,10.1
3588,1,2,database,9.3
204,2,3,database,10.8
2049,4,3,backend,12.4
2715,3,3,database,12.4
3294,4,1,database,19.2
2376,5,3,deployment,3.3
2917,4,2,backend,14.0
3872,2,2,deployment,2.3
2903,5,2,backend,15.7
3243,2,3,deployment,2.5
1869,5,1,testing,9.3
1102,2,2,database,12.2
960,2,2,database,11.9
1228,2,2,testing,4.5
4994,3,3,backend,10.0
1923,4,3,database,15.2
1221,3,2,deployment,2.4
2440,3,3,backend,10.3
865,1,1,deployment,1.9
2199,1,2,frontend,5.1
711,3,1,database,16.1
3728,1,1,database,9.6
4262,5,2,deployment,3.5
2556,1,3,database,7.8
4248,4,1,deployment,4.3
190,1,2,frontend,5.4
226,4,3,testing,6.0
2466,2,2,backend,9.2
1009,2,2,testing,4.7
2061,1,2,testing,3.3
2252,2,2,backend,9.4
1780,1,2,backend,6.8
1,5,3,deployment,3.5
892,4,2,frontend,9.8
316,1,3,deployment,1.6
4508,4,1,backend,15.0
1646,4,3,deployment,2.6
3811,2,1,frontend,7.9
4575,1,3,database,7.6
3790,4,1,deployment,3.8
3652,4,1,database,18.8
1875,4,2,deployment,3.2
4058,2,3,backend,8.2
1933,3,2,deployment,2.7
1887,1,2,database,9.3
2168,3,2,testing,5.6
2374,5,3,testing,7.2
4678,1,1,deployment,2.3
340,2,3,frontend,5.8
4266,5,1,testing,9.2
504,4,3,deployment,3.2
130,1,3,testing,3.4
483,4,1,frontend,11.4
2030,3,1,testing,6.0
3624,1,1,deployment,1.6
3458,4,3,frontend,9.5
34,1,2,backend,7.4
2370,5,2,frontend,11.8
437,4,2,frontend,10.4
2635,4,1,backend,15.3
2492,2,3,testing,4.2
1779,1,1,deployment,1.7
1721,1,2,deployment,1.3
4272,1,1,backend,7.7
2757,1,3,database,7.6
4451,4,2,backend,13.4
3324,3,1,deployment,3.5
4942,2,2,testing,5.1
1496,5,2,deployment,3.7
4006,3,1,database,16.3
4462,5,1,frontend,13.0
3635,5,3,deployment,3.1
2631,2,3,backend,8.4
1645,4,1,frontend,11.2
4067,5,1,frontend,12.8
2358,3,2,backend,11.1
1360,1,1,database,10.0
3699,4,3,frontend,9.2
4958,2,3,deployment,2.2
3609,5,3,frontend,10.1
435,4,2,database,16.7
2166,5,2,database,19.5
3335,1,3,backend,6.2
1938,1,2,frontend,5.0
2094,5,2,database,20.0
1479,5,1,backend,17.2
2691,3,3,frontend,7.3
2808,3,3,database,13.3
3918,3,1,deployment,3.4
4108,1,2,testing,3.8
1598,5,2,database,20.0
3102,1,3,deployment,1.9
926,5,1,frontend,13.2
1582,4,1,deployment,3.6
81,5,3,testing,7.5
3053,4,3,backend,12.4
4423,2,3,testing,3.9
641,4,3,testing,6.3
4619,1,1,frontend,5.8
1280,3,1,testing,6.5
93,3,3,deployment,3.0
4694,3,3,backend,10.2
2519,4,3,database,15.1
3491,1,2,backend,7.1
1628,4,2,backend,14.1
3198,3,3,frontend,8.2
3957,5,3,deployment,3.5
300,5,1,backend,17.1
2972,4,1,deployment,3.7
3361,4,1,database,19.4
1606,1,3,database,7.7
2092,5,1,testing,8.5
2511,5,1,deployment,4.1
3725,2,1,frontend,8.3
2026,5,2,frontend,11.5
2473,2,2,frontend,7.4
2690,2,2,testing,5.1
4485,2,3,deployment,2.6
2179,1,3,testing,3.3
3973,3,1,backend,12.5
4334,3,1,backend,12.4
3634,1,2,database,8.5
4819,4,1,testing,7.7
2596,3,3,database,12.7
270,3,1,frontend,9.3
2141,5,2,frontend,12.1
1811,4,2,database,17.4
4943,2,1,database,12.9
2886,2,2,frontend,6.5
1669,4,1,frontend,11.8
2556,4,1,frontend,11.8
4703,2,2,frontend,6.8
419,5,3,frontend,10.1
2548,5,3,database,17.9
2361,4,2,testing,7.0
3614,3,3,backend,10.6
2757,4,1,database,19.0
1029,5,3,backend,14.0
4415,3,3,backend,10.7
26,3,3,frontend,7.2
2611,5,3,deployment,3.1
4218,5,2,deployment,3.5
2907,1,1,backend,8.2
3016,3,3,backend,10.6
1156,4,2,deployment,3.7
4357,3,3,deployment,2.9
2807,1,1,frontend,6.3
4826,5,3,testing,7.2
3478,2,1,deployment,2.8
2502,4,1,deployment,3.4
3275,2,2,deployment,2.6
345,4,3,testing,6.4
2876,5,2,testing,7.5
182,5,2,deployment,3.7
4563,2,2,deployment,2.0
4507,5,1,backend,17.5
4439,4,2,frontend,10.4
785,5,3,testing,7.0
823,1,2,frontend,4.9
2130,5,1,frontend,13.2
740,2,3,testing,4.5
1927,3,2,testing,5.8
847,5,1,backend,17.6
2191,5,1,testing,9.0
111,5,3,frontend,10.5
3184,1,1,deployment,1.8
3204,3,3,testing,5.3
676,4,3,frontend,9.0
4736,3,1,backend,12.8
1124,1,3,database,7.7
2392,1,1,database,9.7
2192,1,2,backend,6.7
4633,3,3,database,12.7
3036,2,3,database,10.3
3974,3,1,deployment,2.9
3819,2,2,backend,9.4
4719,1,3,deployment,1.6
41,2,2,frontend,7.3
4584,2,3,testing,3.9
113,4,3,deployment,3.2
4396,3,2,testing,5.6
284,3,3,database,12.6
2677,4,1,deployment,4.2
77,5,1,backend,17.5
3382,5,2,database,20.1
1461,2,2,deployment,2.2
3910,2,3,backend,8.5
3493,3,3,frontend,8.0
2084,5,3,backend,13.9
3071,1,2,frontend,5.6
2702,4,3,deployment,2.8
4191,3,1,database,16.1
586,1,2,frontend,5.2
2275,4,1,database,18.8
1686,1,1,backend,7.9
2992,1,3,backend,6.5
3017,1,1,backend,7.8
4029,2,3,frontend,5.9
2136,2,1,testing,5.3
702,3,3,frontend,7.6
1143,5,1,deployment,4.7
1536,5,1,backend,17.9
1786,4,1,database,19.2
1334,2,3,frontend,5.9
3132,5,3,deployment,3.1
1925,5,2,backend,16.3
4826,3,2,database,14.0
1467,3,2,deployment,3.0
4484,3,2,deployment,3.4
1635,2,2,deployment,2.3
1295,2,1,database,13.2
2359,5,2,backend,15.8
1136,3,1,backend,12.5
3999,2,1,database,12.7
3464,3,1,deployment,3.0
2541,4,1,backend,14.9
3655,5,3,frontend,10.1
4555,3,1,database,15.5
296,5,3,testing,7.3
2660,1,2,testing,3.5
2086,2,3,backend,8.3
641,3,2,database,14.0
4391,3,1,frontend,10.0
3135,1,3,frontend,5.0
225,5,1,frontend,13.4
1302,5,2,backend,15.8
3504,3,1,frontend,9.4
1266,3,2,frontend,8.4
2792,4,1,frontend,11.4
4506,1,1,database,9.9
4243,1,1,database,10.4
498,3,3,frontend,7.4
1759,5,3,deployment,3.1
4149,1,3,backend,6.0
1356,5,3,frontend,10.5
1397,4,3,frontend,9.6
1155,1,1,frontend,6.3
833,2,1,backend,10.6
4612,3,3,backend,10.3
202,3,2,testing,5.6
3639,3,2,testing,5.9
2361,1,3,database,8.4
522,5,3,database,18.0
3673,4,3,backend,12.4
3239,1,1,backend,8.1
3027,3,2,frontend,8.6
904,2,3,frontend,5.9
367,5,1,backend,17.1
4335,1,3,backend,6.7
2237,2,2,backend,9.3
4529,4,1,backend,15.2
896,1,2,testing,3.5
2840,2,2,deployment,2.8
3864,4,3,backend,12.5
4117,2,1,testing,5.3
283,5,3,deployment,3.2
4072,2,1,testing,5.7
2053,2,2,testing,4.8
3290,1,3,backend,6.2
4570,5,1,deployment,4.3
4943,5,2,backend,15.8
4297,5,2,deployment,4.1
4568,2,2,frontend,6.8
383,3,3,database,12.8
3658,4,1,testing,7.4
3122,5,3,backend,14.1
3961,3,1,testing,6.1
762,5,3,testing,6.9
2883,3,3,frontend,8.1
3978,4,2,backend,13.8
4914,3,3,testing,5.3
2049,2,2,backend,9.0
770,1,2,backend,7.4
165,5,3,backend,14.3
3858,3,3,database,12.6
2093,4,1,database,18.6
780,4,1,backend,15.4
2764,3,3,deployment,2.9
4757,1,2,backend,7.5
2168,3,2,database,14.6
2921,3,3,frontend,8.0
4577,4,2,database,16.9
3436,3,3,database,12.4
2478,5,2,testing,8.2
2676,2,2,testing,4.7
2498,5,1,database,21.5
4189,5,1,database,22.2
3505,1,2,frontend,5.2
2455,4,1,testing,7.3
4116,5,2,testing,8.0
2450,4,1,database,19.2
2791,4,2,database,17.2
2609,4,3,backend,12.5
4368,4,1,frontend,11.4
2676,2,1,testing,5.3
1236,4,3,frontend,9.0
4272,2,1,deployment,2.1
4924,2,2,backend,9.1
4342,5,1,database,22.3
2592,3,1,backend,13.2
4947,1,2,testing,3.5
2131,1,2,testing,3.8
4363,3,2,deployment,2.9
591,4,2,backend,13.7
994,3,2,deployment,2.9
3062,1,2,backend,7.5
1629,3,2,frontend,8.8
3976,4,1,deployment,3.6
4538,2,2,deployment,2.0
3648,5,1,frontend,13.4
2945,4,1,database,19.3
683,1,2,testing,4.0
1080,2,1,frontend,7.5
2425,5,3,frontend,10.6
2578,5,3,backend,13.7
3846,3,2,database,14.3
3399,1,2,backend,7.2
2126,4,3,backend,11.7
3473,3,2,database,14.3
2937,1,2,frontend,5.7
2126,5,3,frontend,10.3
3843,5,3,testing,6.8
4649,3,3,frontend,7.3
1526,1,2,frontend,5.4
1577,1,3,testing,3.6
615,4,1,testing,8.0
1080,5,2,testing,8.0
2960,4,3,frontend,9.3
2711,3,3,database,12.4
236,2,1,frontend,7.7
2470,4,2,frontend,10.0
3879,2,1,testing,5.2
968,2,3,backend,8.7
4301,3,1,testing,6.6
235,2,2,deployment,2.2
3912,1,2,testing,4.0
4527,5,1,testing,8.4
2101,4,2,testing,7.3
4477,5,2,backend,16.1
3517,2,2,testing,4.8
1754,1,1,database,10.4
4354,5,3,deployment,3.7
2929,2,3,deployment,2.3
2551,4,1,frontend,11.9
1305,3,2,testing,5.7
806,2,2,frontend,6.8
4218,4,2,deployment,3.5
3694,3,1,testing,6.4
3686,1,1,deployment,2.4
1329,5,1,backend,17.5
3764,4,1,backend,14.7
2337,1,3,database,8.3
1360,2,1,testing,5.6
2733,5,3,backend,14.5
1182,4,3,database,15.6
2669,2,2,testing,5.0
1680,3,2,backend,11.4
3363,3,2,deployment,2.7
1397,5,1,testing,8.5
4126,1,1,frontend,5.6
4509,2,3,testing,3.7
2923,2,3,backend,8.1
4875,1,3,testing,3.1
1606,4,2,frontend,10.5
2876,3,2,backend,11.5
4371,5,1,deployment,4.8
3447,3,3,backend,10.3
4180,1,3,deployment,1.4
4416,4,3,frontend,9.2
611,5,1,backend,17.9
4252,4,2,backend,13.8
3307,3,1,backend,12.5
3237,1,1,database,10.2
1824,2,3,backend,8.2
3311,3,3,backend,10.0
908,1,3,deployment,1.8
2451,5,3,database,17.8
1044,2,1,testing,5.2
2850,5,1,testing,8.7
3518,4,3,deployment,3.4
2173,5,3,testing,6.8
4385,1,3,backend,6.5
3763,4,3,testing,6.2
1714,4,1,frontend,11.4
2548,1,1,testing,3.6
3249,3,2,database,13.9
4334,4,3,testing,6.3
4645,5,1,backend,17.9
1387,2,3,testing,4.3
3615,1,3,backend,6.9
3372,2,2,frontend,7.0
1867,1,1,frontend,5.8
4324,2,3,database,10.7
2326,3,3,backend,10.4
2615,5,3,backend,14.0
3920,4,2,testing,6.6
2886,3,3,deployment,2.6
4023,2,2,frontend,7.5
923,4,2,backend,13.7
97,2,1,frontend,7.9
250,2,1,backend,10.8
2753,4,2,backend,13.3
2972,2,1,backend,10.8
4264,2,2,backend,9.4
688,4,1,testing,7.2
3451,1,3,deployment,1.5
3319,2,2,database,12.1
979,5,2,backend,15.9
1953,5,2,deployment,3.9
4544,3,1,testing,6.7
1660,4,3,testing,5.6
538,5,2,frontend,12.3
1063,1,1,testing,3.7
720,5,3,deployment,4.0
4765,1,3,database,7.6
1795,4,3,deployment,3.0
877,4,3,deployment,2.9
693,5,1,backend,17.3
721,3,3,frontend,7.6
1658,1,3,database,8.0
2569,2,2,backend,9.8
1483,4,2,testing,6.4
2476,4,1,backend,15.2
3396,4,1,database,19.2
3315,4,1,frontend,11.1
2229,1,3,testing,2.8
4149,1,1,frontend,5.8
2160,1,1,backend,7.8
1558,3,3,testing,5.5
1545,1,3,database,7.6
3210,4,2,deployment,3.6
361,5,2,frontend,12.1
2150,1,2,testing,3.4
60,2,3,deployment,2.5
1858,1,3,frontend,4.8
4621,2,3,backend,8.8
4522,5,3,deployment,3.1
289,2,2,testing,5.1
2136,2,2,frontend,7.2
612,1,3,database,8.2
198,5,2,frontend,12.0
1872,5,1,testing,9.1
3909,5,3,database,17.2
2345,3,1,database,15.6
4642,1,3,frontend,5.0
1808,5,2,testing,8.2
1348,1,1,backend,8.1
3133,5,3,frontend,10.3
3455,1,2,deployment,2.2
2063,1,1,backend,7.5
549,3,3,backend,10.4
4704,2,3,frontend,6.4
2822,3,2,testing,5.3
26,3,1,frontend,10.0
3062,3,1,frontend,9.7
2254,1,1,deployment,1.9
1468,2,2,testing,5.1
2133,5,1,testing,9.0
4411,2,1,testing,5.4
3315,5,1,deployment,4.6
974,2,2,database,11.7
3219,5,3,testing,6.9
1591,4,2,testing,6.4
4810,3,1,backend,12.6
1128,1,1,deployment,2.1
1115,3,2,testing,6.1
4600,1,2,frontend,5.5
2658,5,1,deployment,4.3
2084,5,1,backend,18.0
4563,1,2,backend,6.7
3965,3,1,deployment,3.1
1895,2,2,backend,9.4
2535,5,1,deployment,4.3
989,5,3,database,17.2
528,5,1,backend,17.9
3871,4,3,backend,12.1
3238,5,3,testing,6.8
2357,5,2,database,19.8
2624,2,1,deployment,2.6
3755,1,3,database,7.6
2650,4,2,deployment,3.5
4105,4,2,deployment,3.4
21,5,2,deployment,3.6
2285,1,3,backend,5.9
2326,5,3,deployment,3.1
2536,5,3,backend,14.3
1328,1,3,deployment,1.7
2580,4,3,database,15.4
4752,4,1,frontend,11.6
1100,3,3,backend,9.7
357,4,1,testing,7.9
4979,5,2,deployment,3.9
1653,2,1,frontend,7.7
4807,3,2,frontend,8.7
432,4,1,database,19.2
2417,1,2,deployment,1.8
582,5,1,backend,18.1
4409,3,3,database,13.1
31,3,1,deployment,3.3
928,1,1,database,10.3
1030,1,1,deployment,1.9
1671,5,3,deployment,3.3
2623,2,3,database,10.8
89,3,3,deployment,3.0
